ID,Date,Condition,Collector,Location,DS,IC,Comp,Age,Gender,Student,Mjr.Occ,ES1,ES2,ES3,ES4,ES5,ES6,ES7,ES8,Imp.1,Eff.1,Exc,Comments,Collection,DV,filter_$
A611,7/6/17,L,LH,Stonefield,1,2,1,24,F,N,Registered nurse,5,5,5,5,5,5,5,5,5,4,0,NA,2,5,1
A612,7/6/17,L,LH,Stonefield,1,1,1,25,F,N,Farmer,6,6,5,6,7,6,7,6,4,5,0,NA,2,6.333333333,1
A613,7/6/17,L,LH,Stonefield,1,2,1,44,M,N,Consultant,2,4,4,6,3,4,4,4,5,3,0,NA,2,3.5,1
A614,7/6/17,L,LH,Stonefield,1,2,1,63,F,N,Self employed,7, , ,6,7,7,7, ,4,3,1,Ex,2,7,0
A615,7/8/17,L,LH,Charlottes,1,1,1,65,M,N,Custodian,6,4,6,3,7,6,4,4,2,2,0,NA,2,5.166666667,1
A616,7/8/17,L,LH,Charlottes,1,1,1,60,F,N,Education, ,5,7,4,4,5,6,4,1,6,0,NA,2,4.8,1
A617,7/8/17,L,LH,Charlottes,1,1,1,26,F,N,Public policy consultant,6,6,6,5,5,6,7,5,4,4,0,NA,2,5.833333333,1
A618,7/8/17,L,LH,Charlottes,1,1,1,64,F,N,R/T Psychiatrist,6,7,6,7,7,7,7,6,6,6,0,NA,2,6.666666667,1
A619,7/8/17,L,LH,Charlottes,1,1,1,0,0,0,0,6,5,4,5,7,6,7,6,0,0,0,NA,2,6.166666667,1
A620,7/8/17,L,LH,Charlottes,1,2,1,21,F,Y,Biomedical engineering,6,6,4,4,6,5,6,5,6,6,0,NA,2,5.666666667,1
A621,7/8/17,H,LH,Charlottes,1,1,1,63,F,N,Oncology; massage therapist,7,7,7,7,7,7,7,7,4,7,0,NA,2,7,1
A622,7/8/17,H,LH,Charlottes,1,2,1,63,M,N,Retired business developer,6,5,6,4,6,5,6,4,3,3,0,NA,2,5.333333333,1
A623,7/8/17,H,LH,Charlottes,1,2,1,53,F,N,Psychologist/head of school,6,5,4,7,7,6,6,6,7,6,0,NA,2,6,1
A624,7/8/17,H,LH,Charlottes,1,1,1,54,F,N,Marketing consultant,7,5,6,7,7,7,7,5,6,0,0,NA,2,6.333333333,1
A625,7/8/17,H,LH,Charlottes,1,1,1,51,M,N,0,6,6,5,6,6,6,6,6,6,5,0,NA,2,6,1
A626,7/8/17,H,LH,Charlottes,1,1,1,62,F,N,0,1,1,2,4,1,1,1,1,7,5,1,Ex,2,1,0
A627,7/8/17,H,LH,Charlottes,1,1,1,51,F,N,Teacher,4,6,6,5,5,5,5,5,4,4,0,NA,2,5,1
A628,7/8/17,H,LH,Charlottes,1,1,1,24,F,N,0,6,5,4,6,7,6,7,6,4,5,0,NA,2,6.166666667,1
A629,7/8/17,H,LH,Charlottes,1,1,1,24,M,Y,Religion,6,6,6,7,6,7,6,5,4,5,0,NA,2,6,1
A630,7/8/17,H,LH,Charlottes,1,1,1,28,M,N,0,5,4,6,5,5,5,5,5,5,4,0,NA,2,4.833333333,1
A631,7/8/17,L,LH,Charlottes,1,1,1,19,M,Y,Economics,6,4,5,7,5,6,7,6,7,4,0,NA,2,5.666666667,1
A632,7/8/17,L,LH,Charlottes,1,1,1,61,F,N,Financial advisor,7,7,6,7,7,7,7,7,6,6,0,NA,2,7,1
A633,7/8/17,L,LH,Charlottes,1,2,1,63,M,N,Journalist,7,7,7,7,7,7,7,7,7,6,0,NA,2,7,1
A634,7/8/17,L,LH,Charlottes,1,1,1,63,F,N,Non-profit corp.,6,5,5,6,6,6,6,6,6,5,0,NA,2,5.833333333,1
A635,7/8/17,H,LH,Charlottes,1,1,1,19,0,Y,International affairs,6,6,6,7,6,6,6,6,4,4,0,NA,2,6,1
A636,7/8/17,H,LH,Charlottes,1,2,1,33,M,N,Escape artist/self employed, ,4,2,7, ,7,7, ,7,7,0,NA,2,6,1
A637,7/8/17,H,LH,Charlottes,1,1,1,32,F,N,Drafting,6,7,3,5,7,7,7,5,6,3,0,NA,2,6.5,1
A638,7/8/17,H,LH,Charlottes,1,1,1,28,F,N,MS degree in hydrology,4,2,3,5,4,3,3,2,4,5,0,NA,2,3,1
A639,7/8/17,H,LH,Charlottes,1,1,1,39,F,N,Artist,5,5,5,5,5,5,6,5,5,7,0,NA,2,5.166666667,1
A640,7/8/17,L,LH,Charlottes,1,1,1,69,M,N,Registered nurse,6,5,6,6,5,6,6,6,7,5,0,NA,2,5.666666667,1
A641,7/8/17,H,LH,Charlottes,1,1,1,21,M,Y,Industrial design,5,6,6,6,7,6,5,5,6,4,0,NA,2,5.666666667,1
